ID,Time,Observation,ObsID,Censored,Events,Event ID,Administration ID,,,Experiment
27,21,0.3401,1,0,0.00E+00,0,0,,,v2x1v1x2
27,24,0.6104,1,0,0.00E+00,0,0,,,v2x1v1x2
27,26,0.6104,1,-1,0.00E+00,0,0,,,v2x1v1x2
,,,,,,,,,,
27,10,,,,1.00E+07,1,2,,,v2x1v1x2
27,12,,,,1.00E+07,1,2,,,v2x1v1x2
27,14,,,,1.00E+07,1,2,,,v2x1v1x2
27,17,,,,1.00E+07,1,1,,,v2x1v1x2
27,19,,,,1.00E+07,1,1,,,v2x1v1x2
27,21,,,,1.00E+07,1,1,,,v2x1v1x2
27,24,,,,1.00E+07,1,1,,,v2x1v1x2
27,26,,,,1.00E+07,1,1,,,v2x1v1x2
27,28,,,,1.00E+07,1,1,,,v2x1v1x2
